College Name,Course,Caste,Gender,Rank Range,Cutoff Marks
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND BUSINESS SYSTEM,General,Male,7708-7710,7710
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND BUSINESS SYSTEM,General,Male,13583-13585,13585
B V RAJU INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND BUSINESS SYSTEM,General,Male,14202-14204,14204
VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND BUSINESS SYSTEM,General,Male,37854-37856,37856
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND BUSINESS SYSTEM,General,Male,115494-115496,115496
JNTU COLLEGE OF ENGG HYDERABAD,COMPUTER SCIENCE AND ENGINEERING,General,Male,1197-1199,1199
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,1693-1695,1695
O U COLLEGE OF ENGG HYDERABAD,COMPUTER SCIENCE AND ENGINEERING,General,Male,1750-1752,1752
VASAVI COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,2096-2098,2098
V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING,General,Male,2688-2690,2690
JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,COMPUTER SCIENCE AND ENGINEERING,General,Male,2924-2926,2926
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,4367-4369,4369
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,5227-5229,5229
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING,General,Male,5739-5741,5741
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,7395-7397,7397
M V S R ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,7700-7702,7702
VARDHAMAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,8166-8168,8168
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,8514-8516,8516
B V RAJU INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,9218-9220,9220
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,9489-9491,9491
ANURAG UNIVERSITY (FORMERLY ANURAG GRP OF INSTNS- CVSR COLL OF ENGG),COMPUTER SCIENCE AND ENGINEERING,General,Male,11163-11165,11165
JNTU COLLEGE OF ENGINEERING JAGITIAL,COMPUTER SCIENCE AND ENGINEERING,General,Male,11232-11234,11234
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,11662-11664,11664
JNTUH COLLEGE OF ENGG MANTHANI,COMPUTER SCIENCE AND ENGINEERING,General,Male,11940-11942,11942
J N T U COLLEGE OF ENGINEERING SULTANPUR,COMPUTER SCIENCE AND ENGINEERING,General,Male,13229-13231,13231
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,13717-13719,13719
NEIL GOGTE INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,13875-13877,13877
MATRUSRI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,14662-14664,14664
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,15710-15712,15712
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,16994-16996,16996
GURUNANAK INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,17881-17883,17883
KU COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,17992-17994,17994
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,19560-19562,19562
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),COMPUTER SCIENCE AND ENGINEERING,General,Male,20061-20063,20063
K U COLLEGE OF ENGG KOTHAGUDEM,COMPUTER SCIENCE AND ENGINEERING,General,Male,20818-20820,20820
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,General,Male,21160-21162,21162
VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,21439-21441,21441
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,21501-21503,21503
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,22017-22019,22019
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,22098-22100,22100
VIDYAJYOTHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,22194-22196,22196
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,22937-22939,22939
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,23257-23259,23259
A C E ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,23602-23604,23604
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,24086-24088,24088
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,24582-24584,24584
J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,24786-24788,24788
JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,COMPUTER SCIENCE AND ENGINEERING,General,Male,25695-25697,25697
T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,26069-26071,26071
AZAD COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,26419-26421,26421
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,26557-26559,26559
AAR MAHAVEER ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,26933-26935,26935
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,26957-26959,26959
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING,General,Male,27387-27389,27389
MALLA REDDY COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,27470-27472,27472
VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,27673-27675,27675
MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,30393-30395,30395
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,31155-31157,31157
SREYAS INST OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,31364-31366,31366
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,31714-31716,31716
TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,32278-32280,32280
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,33854-33856,33856
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,34070-34072,34072
GLOBAL INST OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,34885-34887,34887
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,35646-35648,35648
METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,36166-36168,36168
ANU BOSE INSTT OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,36260-36262,36262
AVN INST OF ENGG TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,36838-36840,36840
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,36861-36863,36863
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,37392-37394,37394
VIGNANA BHARATHI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,37530-37532,37532
SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,37960-37962,37962
WARANGAL INST OF TECHNOLOGY SCIENCE,COMPUTER SCIENCE AND ENGINEERING,General,Male,38646-38648,38648
CSI WESLEY INST OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,General,Male,39103-39105,39105
KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,General,Male,39190-39192,39192
KASIREDDY NARAYANAREDDY COLL ENGG RES,COMPUTER SCIENCE AND ENGINEERING,General,Male,39303-39305,39305
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,40263-40265,40265
JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,40373-40375,40375
AVANTHI INST OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,40787-40789,40789
D R K INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,41056-41058,41058
JOGINPALLY B R ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,41594-41596,41596
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,41934-41936,41936
VAAGESHWARI COLL OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,42242-42244,42244
MALLA REDDY INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,42764-42766,42766
VAAGDEVI COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,42867-42869,42869
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,43953-43955,43955
SRI VENKATESWARA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,43957-43959,43959
ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,General,Male,44832-44834,44834
BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,45435-45437,45437
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,47476-47478,47478
SREE CHAITANYA COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,47811-47813,47813
BRILLIANT INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,48611-48613,48613
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,48991-48993,48993
VAGDEVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,49200-49202,49202
AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,COMPUTER SCIENCE AND ENGINEERING,General,Male,49739-49741,49741
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,50066-50068,50068
JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,50381-50383,50383
ANURAG ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,50864-50866,50866
KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,COMPUTER SCIENCE AND ENGINEERING,General,Male,51471-51473,51473
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,51722-51724,51724
VIJAYA RURAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,51826-51828,51828
SAI SPURTI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,53141-53143,53143
SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,54066-54068,54068
KHAMMAM INST OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,General,Male,54071-54073,54073
SRI CHAITANYA TECHNICAL CAMPUS,COMPUTER SCIENCE AND ENGINEERING,General,Male,54348-54350,54350
VIVEKANANDA INSTT OF TECH AND SCI BOMMAKAL,COMPUTER SCIENCE AND ENGINEERING,General,Male,55597-55599,55599
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,55950-55952,55952
BALAJI INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,56134-56136,56136
GANAPATHI ENGINEERING COLLGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,56791-56793,56793
KSHATRIYA COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,59075-59077,59077
ANNAMACHARYA INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,59481-59483,59483
BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING,General,Male,59705-59707,59707
JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,COMPUTER SCIENCE AND ENGINEERING,General,Male,60656-60658,60658
VIJAYA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,61025-61027,61027
MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,61307-61309,61309
AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,COMPUTER SCIENCE AND ENGINEERING,General,Male,61790-61792,61792
SVS GRP OF INSTNS - SVS INST OF TECH,COMPUTER SCIENCE AND ENGINEERING,General,Male,62590-62592,62592
KOMMURI PRATAP REDDY INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,63183-63185,63185
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,63506-63508,63508
TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,64469-64471,64471
TALLA PADMAVATHI COLL OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING,General,Male,64618-64620,64620
D R K COLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,65361-65363,65363
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,General,Male,67083-67085,67085
ABDULKALAM INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,67984-67986,67986
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING,General,Male,70772-70774,70774
SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,COMPUTER SCIENCE AND ENGINEERING,General,Male,72147-72149,72149
GATE INSTITUTE OF TECHNOLOGYAND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,General,Male,73026-73028,73028
INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,74657-74659,74659
SCIENT INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,79732-79734,79734
MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,82968-82970,82970
MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,84411-84413,84413
ELLENKI COLLGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,86661-86663,86663
VATHSALYA INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,98492-98494,98494
BHASKAR ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,104147-104149,104149
VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,105514-105516,105516
BOMMA INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,107034-107036,107036
NIGAMA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,118135-118137,118137
DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,COMPUTER SCIENCE AND ENGINEERING,General,Male,118215-118217,118217
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,General,Male,121220-121222,121222
BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
BVRIT COLLEGE OF ENGINEERING FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
NOBLE COLLEGE OF ENGG TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
RISHI MS INST OF ENGG AND TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
SRIDEVI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,General,Male,0-2,2
CHAITANYA BHARATHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,1816-1818,1818
V N R VIGNANA JYOTHI INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,3393-3395,3395
VASAVI COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,3774-3776,3776
CVR COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,4871-4873,4873
GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,6548-6550,6550
KESHAV MEMORIAL INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,8132-8134,8134
B V RAJU INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,9018-9020,9020
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,9443-9445,9445
JNTUH COLLEGE OF ENGG MANTHANI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,9778-9780,9780
MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,9993-9995,9995
VARDHAMAN COLLEGE OF ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,10320-10322,10322
KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,10945-10947,10947
INSTITUTE OF AERONAUTICAL ENGINEERING,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,14964-14966,14966
GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,15049-15051,15051
C M R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,15162-15164,15164
NEIL GOGTE INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,15938-15940,15940
GURUNANAK INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,16952-16954,16954
M L R INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,22394-22396,22396
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,23550-23552,23552
CMR TECHNICAL CAMPUS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,24523-24525,24525
HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,24594-24596,24596
CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,25686-25688,25688
KESHAV MEMORIAL ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,25720-25722,25722
MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,26364-26366,26366
SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,26757-26759,26759
GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,29449-29451,29451
ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,35137-35139,35139
KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,35186-35188,35188
CMR ENGG COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,35258-35260,35260
MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,36609-36611,36611
MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,37328-37330,37330
T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,37924-37926,37926
MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,38593-38595,38595
VIGNAN BHARATI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,38919-38921,38921
AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,41451-41453,41453
HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),General,Male,42067-42069,42069
